id_transacao,cpf_aluno,data_transacao,mes_referencia,valor,curso,cep_cobranca,cidade,uf,bairro,venda_em_feriado,horas_assistidas,tickets_suporte,nps_score,percentual_conclusao,data_processamento_utc
TX-52458,***.966.229-**,2024-08-11,2024-08,899.0,Anual,01001000,São Paulo,SP,Sé,False,149.0,5.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-52459,***.377.184-**,2024-11-27,2024-11,49.9,Básico,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52460,***.243.864-**,2024-05-05,2024-05,899.0,Anual,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52461,***.255.394-**,2024-02-23,2024-02,899.0,Anual,69010000,Manaus,AM,Centro,False,61.7,5.0,3.0,,2026-06-15T15:36:00.445263+00:00
TX-52462,***.121.548-**,2024-11-22,2024-11,99.9,Premium,04538133,São Paulo,SP,Itaim Bibi,False,98.7,4.0,,,2026-06-15T15:36:00.445263+00:00
TX-52463,***.660.464-**,2024-11-20,2024-11,49.9,Básico,70040010,Brasília,DF,Asa Norte,True,,,,,2026-06-15T15:36:00.445263+00:00
TX-52464,***.104.331-**,2024-02-11,2024-02,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,107.3,4.0,,,2026-06-15T15:36:00.445263+00:00
TX-52465,***.314.584-**,2024-06-08,2024-06,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,52.4,2.0,3.0,,2026-06-15T15:36:00.445263+00:00
TX-52466,***.693.353-**,2024-01-30,2024-01,99.9,Premium,04538133,São Paulo,SP,Itaim Bibi,False,75.3,4.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-52467,***.765.024-**,2024-03-12,2024-03,899.0,Anual,69010000,Manaus,AM,Centro,False,130.0,1.0,3.0,,2026-06-15T15:36:00.445263+00:00
TX-52468,***.230.958-**,2024-01-07,2024-01,49.9,Básico,01001000,São Paulo,SP,Sé,False,54.1,2.0,1.0,,2026-06-15T15:36:00.445263+00:00
TX-52469,***.896.270-**,2024-01-09,2024-01,899.0,Anual,90010150,Porto Alegre,RS,Centro Histórico,False,85.7,2.0,,,2026-06-15T15:36:00.445263+00:00
TX-52470,***.616.453-**,2024-07-27,2024-07,899.0,Anual,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52471,***.912.565-**,2024-01-14,2024-01,99.9,Premium,01001000,São Paulo,SP,Sé,False,129.4,0.0,2.0,,2026-06-15T15:36:00.445263+00:00
TX-52472,***.170.159-**,2024-11-22,2024-11,99.9,Premium,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52473,***.708.905-**,2024-07-05,2024-07,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,,2.0,4.0,,2026-06-15T15:36:00.445263+00:00
TX-52474,***.197.054-**,2024-04-17,2024-04,99.9,Premium,70040010,Brasília,DF,Asa Norte,False,85.3,5.0,9.0,,2026-06-15T15:36:00.445263+00:00
TX-52475,***.018.915-**,2024-07-05,2024-07,899.0,Anual,20031050,Rio de Janeiro,RJ,Centro,False,116.1,4.0,4.0,,2026-06-15T15:36:00.445263+00:00
TX-52476,***.852.580-**,2024-04-17,2024-04,99.9,Premium,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52477,***.107.991-**,2024-06-02,2024-06,49.9,Básico,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52478,***.359.488-**,2024-11-18,2024-11,49.9,Básico,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52479,***.716.176-**,2024-12-20,2024-12,49.9,Básico,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52480,***.134.476-**,2024-06-18,2024-06,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,31.4,0.0,10.0,,2026-06-15T15:36:00.445263+00:00
TX-52481,***.727.956-**,2024-03-22,2024-03,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,,3.0,4.0,,2026-06-15T15:36:00.445263+00:00
TX-52482,***.772.459-**,2024-12-10,2024-12,899.0,Anual,20031050,Rio de Janeiro,RJ,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52483,***.183.745-**,2024-12-27,2024-12,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52484,***.836.736-**,2024-05-18,2024-05,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52485,***.334.511-**,2024-07-04,2024-07,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52486,***.582.029-**,2024-03-12,2024-03,49.9,,30140071,Belo Horizonte,MG,Boa Viagem,False,130.4,1.0,4.0,,2026-06-15T15:36:00.445263+00:00
TX-52487,***.729.545-**,2024-01-22,2024-01,49.9,,69010000,Manaus,AM,Centro,False,32.4,4.0,1.0,,2026-06-15T15:36:00.445263+00:00
TX-52488,***.283.096-**,2024-04-17,2024-04,49.9,Básico,69010000,Manaus,AM,Centro,False,137.1,2.0,2.0,,2026-06-15T15:36:00.445263+00:00
TX-52489,***.016.668-**,2024-12-19,2024-12,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,False,61.0,2.0,3.0,,2026-06-15T15:36:00.445263+00:00
TX-52490,***.604.356-**,2024-06-27,2024-06,899.0,,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52491,***.515.319-**,2024-01-09,2024-01,49.9,Básico,80010010,Curitiba,PR,Centro,False,10.0,0.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-52492,***.375.047-**,2024-02-16,2024-02,99.9,Premium,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52493,***.967.397-**,2024-09-18,2024-09,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52494,***.708.317-**,2024-08-29,2024-08,49.9,Básico,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52495,***.780.664-**,2024-04-08,2024-04,899.0,Anual,01001000,São Paulo,SP,Sé,False,146.1,2.0,,,2026-06-15T15:36:00.445263+00:00
TX-52496,***.682.938-**,2024-09-14,2024-09,99.9,Premium,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52497,***.531.607-**,2024-10-25,2024-10,49.9,Básico,01001000,São Paulo,SP,Sé,False,89.8,0.0,7.0,,2026-06-15T15:36:00.445263+00:00
TX-52498,***.780.182-**,2024-06-06,2024-06,99.9,Premium,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52499,***.718.702-**,2024-04-25,2024-04,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52500,***.921.643-**,2024-12-29,2024-12,99.9,Premium,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52501,***.356.748-**,2024-05-10,2024-05,49.9,Básico,30140071,Belo Horizonte,MG,Boa Viagem,False,104.2,1.0,1.0,,2026-06-15T15:36:00.445263+00:00
TX-52502,***.642.673-**,2024-05-06,2024-05,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,111.4,2.0,,,2026-06-15T15:36:00.445263+00:00
TX-52503,***.016.571-**,2024-11-09,2024-11,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,False,139.2,3.0,1.0,,2026-06-15T15:36:00.445263+00:00
TX-52504,***.891.426-**,2024-12-21,2024-12,899.0,Anual,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52505,***.906.745-**,2024-09-16,2024-09,99.9,Premium,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52506,***.628.936-**,2024-08-05,2024-08,49.9,,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52507,***.367.813-**,2024-02-16,2024-02,49.9,Básico,80010010,Curitiba,PR,Centro,False,144.3,5.0,8.0,,2026-06-15T15:36:00.445263+00:00
TX-52508,***.289.861-**,2024-12-05,2024-12,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52509,***.858.549-**,2024-12-24,2024-12,99.9,Premium,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52510,***.957.298-**,2024-04-03,2024-04,99.9,Premium,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52511,***.114.865-**,2024-11-03,2024-11,899.0,Anual,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52512,***.188.241-**,2024-05-24,2024-05,899.0,Anual,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52513,***.990.913-**,2024-10-19,2024-10,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52514,***.646.417-**,2024-05-24,2024-05,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,27.6,2.0,2.0,,2026-06-15T15:36:00.445263+00:00
TX-52515,***.822.067-**,2024-06-29,2024-06,99.9,Premium,50010000,Recife,PE,Santo Antônio,False,58.7,5.0,,,2026-06-15T15:36:00.445263+00:00
TX-52516,***.413.068-**,2024-07-01,2024-07,899.0,Anual,60060440,Fortaleza,CE,Praia de Iracema,False,,1.0,,,2026-06-15T15:36:00.445263+00:00
TX-52517,***.676.353-**,2024-03-22,2024-03,99.9,,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52518,***.237.900-**,2024-06-06,2024-06,99.9,Premium,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52519,***.044.206-**,2024-03-05,2024-03,99.9,Premium,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52520,***.805.526-**,2024-06-23,2024-06,899.0,Anual,04538133,São Paulo,SP,Itaim Bibi,False,11.5,2.0,6.0,,2026-06-15T15:36:00.445263+00:00
TX-52521,***.861.902-**,2024-11-19,2024-11,99.9,Premium,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52522,***.812.473-**,2024-11-14,2024-11,49.9,Básico,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52523,***.561.308-**,2024-03-25,2024-03,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,55.3,4.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-52524,***.293.900-**,2024-01-08,2024-01,49.9,Básico,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52525,***.776.857-**,2024-06-07,2024-06,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52526,***.543.534-**,2024-09-19,2024-09,99.9,Premium,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52527,***.201.140-**,2024-09-08,2024-09,899.0,Anual,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52528,***.992.192-**,2024-12-26,2024-12,49.9,Básico,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52529,***.928.456-**,2024-08-18,2024-08,899.0,Anual,20031050,Rio de Janeiro,RJ,Centro,False,117.4,5.0,2.0,,2026-06-15T15:36:00.445263+00:00
TX-52530,***.618.518-**,2024-05-23,2024-05,49.9,Básico,30140071,Belo Horizonte,MG,Boa Viagem,False,32.8,0.0,3.0,,2026-06-15T15:36:00.445263+00:00
TX-52531,***.582.942-**,2024-10-05,2024-10,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52532,***.317.461-**,2024-02-15,2024-02,49.9,Básico,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52533,***.551.887-**,2024-03-22,2024-03,99.9,Premium,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52534,***.031.006-**,2024-08-25,2024-08,899.0,Anual,50010000,Recife,PE,Santo Antônio,False,35.3,4.0,3.0,,2026-06-15T15:36:00.445263+00:00
TX-52535,***.843.959-**,2024-08-03,2024-08,49.9,Básico,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52536,***.037.003-**,2024-12-14,2024-12,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,False,77.8,5.0,2.0,,2026-06-15T15:36:00.445263+00:00
TX-52537,***.264.563-**,2024-10-02,2024-10,49.9,Básico,30140071,Belo Horizonte,MG,Boa Viagem,False,82.7,1.0,7.0,,2026-06-15T15:36:00.445263+00:00
TX-52538,***.146.584-**,2024-05-09,2024-05,99.9,Premium,04538133,São Paulo,SP,Itaim Bibi,False,137.0,2.0,8.0,,2026-06-15T15:36:00.445263+00:00
TX-52539,***.984.884-**,2024-03-14,2024-03,899.0,Anual,20031050,Rio de Janeiro,RJ,Centro,False,25.2,5.0,10.0,,2026-06-15T15:36:00.445263+00:00
TX-52540,***.527.613-**,2024-10-29,2024-10,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,31.8,0.0,6.0,,2026-06-15T15:36:00.445263+00:00
TX-52541,***.103.856-**,2024-08-22,2024-08,899.0,Anual,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52542,***.448.500-**,2024-10-03,2024-10,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52543,***.998.011-**,2024-06-13,2024-06,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,69.7,1.0,1.0,,2026-06-15T15:36:00.445263+00:00
TX-52544,***.669.849-**,2024-06-24,2024-06,99.9,Premium,04538133,São Paulo,SP,Itaim Bibi,False,21.5,0.0,9.0,,2026-06-15T15:36:00.445263+00:00
TX-52545,***.651.887-**,2024-02-08,2024-02,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,9.3,4.0,7.0,,2026-06-15T15:36:00.445263+00:00
TX-52546,***.384.308-**,2024-11-02,2024-11,99.9,Premium,69010000,Manaus,AM,Centro,True,,,,,2026-06-15T15:36:00.445263+00:00
TX-52547,***.055.364-**,2024-05-24,2024-05,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,52.5,4.0,,,2026-06-15T15:36:00.445263+00:00
TX-52548,***.240.642-**,2024-08-01,2024-08,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52549,***.094.047-**,2024-03-13,2024-03,899.0,Anual,80010010,Curitiba,PR,Centro,False,135.0,2.0,4.0,,2026-06-15T15:36:00.445263+00:00
TX-52550,***.785.289-**,2024-08-10,2024-08,49.9,Básico,69010000,Manaus,AM,Centro,False,88.8,1.0,,,2026-06-15T15:36:00.445263+00:00
TX-52551,***.060.652-**,2024-04-23,2024-04,99.9,Premium,60060440,Fortaleza,CE,Praia de Iracema,False,,3.0,1.0,,2026-06-15T15:36:00.445263+00:00
TX-52552,***.436.970-**,2024-02-11,2024-02,99.9,Premium,30140071,Belo Horizonte,MG,Boa Viagem,False,57.9,1.0,4.0,,2026-06-15T15:36:00.445263+00:00
TX-52553,***.902.035-**,2024-09-29,2024-09,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52554,***.537.062-**,2024-08-25,2024-08,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52555,***.602.529-**,2024-08-21,2024-08,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52556,***.182.971-**,2024-05-28,2024-05,99.9,Premium,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52557,***.918.081-**,2024-05-26,2024-05,899.0,Anual,70040010,Brasília,DF,Asa Norte,False,105.0,0.0,4.0,,2026-06-15T15:36:00.445263+00:00
TX-52558,***.049.832-**,2024-06-22,2024-06,899.0,,70040010,Brasília,DF,Asa Norte,False,13.2,5.0,3.0,,2026-06-15T15:36:00.445263+00:00
TX-52559,***.594.282-**,2024-01-04,2024-01,49.9,Básico,69010000,Manaus,AM,Centro,False,141.3,5.0,,,2026-06-15T15:36:00.445263+00:00
TX-52560,***.297.102-**,2024-02-28,2024-02,99.9,Premium,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52561,***.620.545-**,2024-11-06,2024-11,99.9,Premium,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52562,***.279.194-**,2024-05-12,2024-05,99.9,Premium,90010150,Porto Alegre,RS,Centro Histórico,False,133.3,3.0,4.0,,2026-06-15T15:36:00.445263+00:00
TX-52563,***.069.033-**,2024-05-04,2024-05,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,96.2,1.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-52564,***.401.193-**,2024-10-07,2024-10,99.9,Premium,60060440,Fortaleza,CE,Praia de Iracema,False,108.7,0.0,10.0,,2026-06-15T15:36:00.445263+00:00
TX-52565,***.119.292-**,2024-03-21,2024-03,49.9,Básico,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52566,***.872.258-**,2024-04-13,2024-04,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52567,***.972.787-**,2024-06-02,2024-06,49.9,Básico,,,,,False,137.0,3.0,8.0,,2026-06-15T15:36:00.445263+00:00
TX-52568,***.797.251-**,2024-08-09,2024-08,49.9,Básico,01001000,São Paulo,SP,Sé,False,101.1,0.0,5.0,,2026-06-15T15:36:00.445263+00:00
TX-52569,***.172.143-**,2024-08-09,2024-08,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52570,***.352.595-**,2024-02-07,2024-02,899.0,Anual,04538133,São Paulo,SP,Itaim Bibi,False,62.7,3.0,10.0,,2026-06-15T15:36:00.445263+00:00
TX-52571,***.184.462-**,2024-08-31,2024-08,99.9,Premium,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52572,***.774.701-**,2024-09-06,2024-09,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52573,***.779.462-**,2024-03-10,2024-03,99.9,Premium,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52574,***.366.752-**,2024-06-02,2024-06,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,81.1,1.0,,,2026-06-15T15:36:00.445263+00:00
TX-52575,***.179.327-**,2024-10-12,2024-10,99.9,Premium,70040010,Brasília,DF,Asa Norte,True,,,,,2026-06-15T15:36:00.445263+00:00
TX-52576,***.792.069-**,2024-04-17,2024-04,899.0,Anual,,,,,False,124.0,4.0,4.0,,2026-06-15T15:36:00.445263+00:00
TX-52577,***.926.610-**,2024-08-17,2024-08,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52578,***.618.091-**,2024-07-12,2024-07,899.0,Anual,04538133,São Paulo,SP,Itaim Bibi,False,104.7,1.0,10.0,,2026-06-15T15:36:00.445263+00:00
TX-52579,***.668.349-**,2024-05-06,2024-05,49.9,Básico,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52580,***.016.571-**,2024-04-28,2024-04,899.0,Anual,20031050,Rio de Janeiro,RJ,Centro,False,83.3,3.0,4.0,,2026-06-15T15:36:00.445263+00:00
TX-52581,***.768.182-**,2024-04-25,2024-04,49.9,Básico,70040010,Brasília,DF,Asa Norte,False,101.9,4.0,8.0,,2026-06-15T15:36:00.445263+00:00
TX-52582,***.663.979-**,2024-02-05,2024-02,99.9,Premium,60060440,Fortaleza,CE,Praia de Iracema,False,51.4,0.0,3.0,,2026-06-15T15:36:00.445263+00:00
TX-52583,***.570.596-**,2024-01-11,2024-01,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,25.3,5.0,7.0,,2026-06-15T15:36:00.445263+00:00
TX-52584,***.611.223-**,2024-10-21,2024-10,99.9,Premium,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52585,***.917.763-**,2024-08-02,2024-08,99.9,Premium,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52586,***.892.038-**,2024-11-12,2024-11,99.9,Premium,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52587,***.372.186-**,2024-05-24,2024-05,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52588,***.816.502-**,2024-04-29,2024-04,49.9,Básico,60060440,Fortaleza,CE,Praia de Iracema,False,38.1,2.0,6.0,,2026-06-15T15:36:00.445263+00:00
TX-52589,***.801.994-**,2024-08-30,2024-08,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,125.4,5.0,7.0,,2026-06-15T15:36:00.445263+00:00
TX-52590,***.385.646-**,2024-11-26,2024-11,99.9,Premium,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52591,***.723.683-**,2024-12-09,2024-12,99.9,Premium,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52592,***.988.371-**,2024-05-15,2024-05,899.0,Anual,80010010,Curitiba,PR,Centro,False,116.8,0.0,3.0,,2026-06-15T15:36:00.445263+00:00
TX-52593,***.522.870-**,2024-04-28,2024-04,99.9,Premium,50010000,Recife,PE,Santo Antônio,False,13.6,3.0,2.0,,2026-06-15T15:36:00.445263+00:00
TX-52594,***.431.351-**,2024-06-11,2024-06,49.9,Básico,80010010,Curitiba,PR,Centro,False,21.7,4.0,7.0,,2026-06-15T15:36:00.445263+00:00
TX-52595,***.184.638-**,2024-09-01,2024-09,99.9,Premium,70040010,Brasília,DF,Asa Norte,False,78.5,0.0,,,2026-06-15T15:36:00.445263+00:00
TX-52596,***.220.502-**,2024-06-23,2024-06,99.9,Premium,30140071,Belo Horizonte,MG,Boa Viagem,False,132.3,4.0,2.0,,2026-06-15T15:36:00.445263+00:00
TX-52597,***.493.289-**,2024-05-18,2024-05,49.9,Básico,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52598,***.031.978-**,2024-08-15,2024-08,49.9,Básico,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52599,***.273.536-**,2024-04-22,2024-04,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52600,***.788.147-**,2024-05-18,2024-05,49.9,Básico,04538133,São Paulo,SP,Itaim Bibi,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52601,***.370.632-**,2024-06-24,2024-06,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52602,***.745.271-**,2024-10-24,2024-10,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52603,***.678.305-**,2024-07-20,2024-07,899.0,Anual,90010150,Porto Alegre,RS,Centro Histórico,False,142.7,3.0,,,2026-06-15T15:36:00.445263+00:00
TX-52604,***.988.164-**,2024-10-12,2024-10,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,True,,,,,2026-06-15T15:36:00.445263+00:00
TX-52605,***.509.284-**,2024-12-13,2024-12,99.9,Premium,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52606,***.460.273-**,2024-07-29,2024-07,899.0,Anual,20031050,Rio de Janeiro,RJ,Centro,False,93.3,1.0,2.0,,2026-06-15T15:36:00.445263+00:00
TX-52607,***.850.371-**,2024-11-03,2024-11,99.9,Premium,60060440,Fortaleza,CE,Praia de Iracema,False,14.0,4.0,10.0,,2026-06-15T15:36:00.445263+00:00
TX-52608,***.415.152-**,2024-11-30,2024-11,49.9,Básico,01001000,São Paulo,SP,Sé,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52609,***.241.956-**,2024-08-16,2024-08,99.9,Premium,,,,,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52610,***.120.409-**,2024-10-06,2024-10,99.9,Premium,70040010,Brasília,DF,Asa Norte,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52611,***.189.616-**,2024-04-29,2024-04,99.9,Premium,20031050,Rio de Janeiro,RJ,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52612,***.505.560-**,2024-08-01,2024-08,49.9,Básico,50010000,Recife,PE,Santo Antônio,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52613,***.203.886-**,2024-08-04,2024-08,899.0,Anual,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52614,***.772.648-**,2024-07-10,2024-07,49.9,Básico,90010150,Porto Alegre,RS,Centro Histórico,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52615,***.268.384-**,2024-07-16,2024-07,99.9,Premium,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52616,***.612.059-**,2024-01-17,2024-01,99.9,Premium,60060440,Fortaleza,CE,Praia de Iracema,False,56.4,0.0,2.0,,2026-06-15T15:36:00.445263+00:00
TX-52617,***.845.960-**,2024-09-15,2024-09,49.9,Básico,20031050,Rio de Janeiro,RJ,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52618,***.404.735-**,2024-09-14,2024-09,99.9,Premium,69010000,Manaus,AM,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52619,***.934.654-**,2024-07-12,2024-07,99.9,Premium,60060440,Fortaleza,CE,Praia de Iracema,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52620,***.267.734-**,2024-08-27,2024-08,49.9,Básico,30140071,Belo Horizonte,MG,Boa Viagem,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52621,***.690.782-**,2024-10-29,2024-10,49.9,Básico,80010010,Curitiba,PR,Centro,False,,,,,2026-06-15T15:36:00.445263+00:00
TX-52622,***.513.271-**,2024-03-09,2024-03,99.9,Premium,70040010,Brasília,DF,Asa Norte,False,76.5,2.0,,,2026-06-15T15:36:00.445263+00:00
